geo,time,hpi
Poland,2019-Q1,118.34
Poland,2019-Q2,121.1
Poland,2019-Q3,123.59
Poland,2019-Q4,127.06
Poland,2020-Q1,131.66
Poland,2020-Q2,134.31
Poland,2020-Q3,137.06
Poland,2020-Q4,138.42
Poland,2021-Q1,141.16
Poland,2021-Q2,145.5
Poland,2021-Q3,149.28
Poland,2021-Q4,155.15
Poland,2022-Q1,160.3
Poland,2022-Q2,163.5
Poland,2022-Q3,167.38
Poland,2022-Q4,169.64
Poland,2023-Q1,169.52
Poland,2023-Q2,175.0
Poland,2023-Q3,182.88
Poland,2023-Q4,191.72
Poland,2024-Q1,200.04
Poland,2024-Q2,205.92
Poland,2024-Q3,209.2
Poland,2024-Q4,211.65
Poland,2025-Q1,213.2
Poland,2025-Q2,215.66
Poland,2025-Q3,217.54
Portugal,2015-Q1,96.94
Portugal,2015-Q2,100.57
Portugal,2015-Q3,100.65
Portugal,2015-Q4,101.84
Portugal,2016-Q1,103.67
Portugal,2016-Q2,106.91
Portugal,2016-Q3,108.31
Portugal,2016-Q4,109.57
Portugal,2017-Q1,111.89
Portugal,2017-Q2,115.51
Portugal,2017-Q3,119.6
Portugal,2017-Q4,121.06
Portugal,2018-Q1,125.58
Portugal,2018-Q2,128.49
Portugal,2018-Q3,129.72
Portugal,2018-Q4,132.34
Portugal,2019-Q1,137.14
Portugal,2019-Q2,140.65
Portugal,2019-Q3,143.67
Portugal,2019-Q4,146.07
Portugal,2020-Q1,151.67
Portugal,2020-Q2,154.34
Portugal,2020-Q3,153.61
Portugal,2020-Q4,157.69
Portugal,2021-Q1,161.7
Portugal,2021-Q2,166.4
Portugal,2021-Q3,171.3
Portugal,2021-Q4,175.96
Portugal,2022-Q1,182.64
Portugal,2022-Q2,188.31
Portugal,2022-Q3,193.82
Portugal,2022-Q4,195.91
Portugal,2023-Q1,198.55
Portugal,2023-Q2,204.74
Portugal,2023-Q3,208.48
Portugal,2023-Q4,211.27
Portugal,2024-Q1,212.45
Portugal,2024-Q2,220.74
Portugal,2024-Q3,228.89
Portugal,2024-Q4,235.68
Portugal,2025-Q1,247.05
Portugal,2025-Q2,258.78
Portugal,2025-Q3,269.35
Romania,2015-Q1,101.01
Romania,2015-Q2,99.76
Romania,2015-Q3,98.87
Romania,2015-Q4,100.36
Romania,2016-Q1,103.65
Romania,2016-Q2,106.59
Romania,2016-Q3,105.86
Romania,2016-Q4,107.7
Romania,2017-Q1,108.96
Romania,2017-Q2,114.27
Romania,2017-Q3,112.44
Romania,2017-Q4,113.75
Romania,2018-Q1,116.1
Romania,2018-Q2,119.66
Romania,2018-Q3,118.88
Romania,2018-Q4,119.83
Romania,2019-Q1,119.91
Romania,2019-Q2,121.79
Romania,2019-Q3,123.57
Romania,2019-Q4,125.49
Romania,2020-Q1,129.62
Romania,2020-Q2,129.77
Romania,2020-Q3,126.38
Romania,2020-Q4,127.97
Romania,2021-Q1,131.45
Romania,2021-Q2,133.61
Romania,2021-Q3,133.78
Romania,2021-Q4,137.51
Romania,2022-Q1,139.82
Romania,2022-Q2,144.94
Romania,2022-Q3,143.2
Romania,2022-Q4,146.83
Romania,2023-Q1,146.28
Romania,2023-Q2,145.14
Romania,2023-Q3,150.02
Romania,2023-Q4,152.28
Romania,2024-Q1,154.26
Romania,2024-Q2,155.06
Romania,2024-Q3,155.86
Romania,2024-Q4,158.36
Romania,2025-Q1,161.75
Romania,2025-Q2,162.38
Romania,2025-Q3,166.14
Sweden,2015-Q1,95.21
Sweden,2015-Q2,98.37
Sweden,2015-Q3,102.12
Sweden,2015-Q4,104.3
Sweden,2016-Q1,105.66
Sweden,2016-Q2,106.9
Sweden,2016-Q3,109.35
Sweden,2016-Q4,111.06
Sweden,2017-Q1,114.02
Sweden,2017-Q2,115.97
Sweden,2017-Q3,117.59
Sweden,2017-Q4,114.13
Sweden,2018-Q1,113.24
Sweden,2018-Q2,114.04
Sweden,2018-Q3,115.16
Sweden,2018-Q4,114.96
Sweden,2019-Q1,114.97
Sweden,2019-Q2,116.51
Sweden,2019-Q3,118.54
Sweden,2019-Q4,118.73
Sweden,2020-Q1,120.2
Sweden,2020-Q2,120.3
Sweden,2020-Q3,122.95
Sweden,2020-Q4,124.99
Sweden,2021-Q1,128.9
Sweden,2021-Q2,133.44
Sweden,2021-Q3,136.89
Sweden,2021-Q4,138.62
Sweden,2022-Q1,142.19
Sweden,2022-Q2,142.86
Sweden,2022-Q3,138.46
Sweden,2022-Q4,133.49
Sweden,2023-Q1,132.37
Sweden,2023-Q2,133.15
Sweden,2023-Q3,132.61
Sweden,2023-Q4,129.59
Sweden,2024-Q1,130.3
Sweden,2024-Q2,132.13
Sweden,2024-Q3,133.0
Sweden,2024-Q4,132.64
Sweden,2025-Q1,132.73
Sweden,2025-Q2,133.01
Sweden,2025-Q3,133.67
Slovenia,2015-Q1,100.11
Slovenia,2015-Q2,102.38
Slovenia,2015-Q3,98.77
Slovenia,2015-Q4,98.74
Slovenia,2016-Q1,100.94
Slovenia,2016-Q2,102.84
Slovenia,2016-Q3,103.69
Slovenia,2016-Q4,105.54
Slovenia,2017-Q1,107.68
Slovenia,2017-Q2,111.33
Slovenia,2017-Q3,112.17
Slovenia,2017-Q4,115.96
Slovenia,2018-Q1,118.04
Slovenia,2018-Q2,119.93
Slovenia,2018-Q3,122.67
Slovenia,2018-Q4,125.55
Slovenia,2019-Q1,126.98
Slovenia,2019-Q2,128.83
Slovenia,2019-Q3,131.33
Slovenia,2019-Q4,131.62
Slovenia,2020-Q1,132.99
Slovenia,2020-Q2,135.56
Slovenia,2020-Q3,135.65
Slovenia,2020-Q4,138.43
Slovenia,2021-Q1,142.65
Slovenia,2021-Q2,149.21
Slovenia,2021-Q3,153.15
Slovenia,2021-Q4,160.26
Slovenia,2022-Q1,166.93
Slovenia,2022-Q2,172.43
Slovenia,2022-Q3,176.4
Slovenia,2022-Q4,178.83
Slovenia,2023-Q1,181.96
Slovenia,2023-Q2,185.39
Slovenia,2023-Q3,186.33
Slovenia,2023-Q4,191.19
Slovenia,2024-Q1,195.44
Slovenia,2024-Q2,198.33
Slovenia,2024-Q3,201.54
Slovenia,2024-Q4,205.71
Slovenia,2025-Q1,201.66
Slovenia,2025-Q2,209.31
Slovenia,2025-Q3,207.03
Slovakia,2015-Q1,98.26
Slovakia,2015-Q2,100.16
Slovakia,2015-Q3,100.23
Slovakia,2015-Q4,101.34
Slovakia,2016-Q1,103.15
Slovakia,2016-Q2,106.06
Slovakia,2016-Q3,107.73
Slovakia,2016-Q4,109.72
Slovakia,2017-Q1,106.88
Slovakia,2017-Q2,113.01
Slovakia,2017-Q3,115.6
Slovakia,2017-Q4,116.16
Slovakia,2018-Q1,119.56
Slovakia,2018-Q2,120.98
Slovakia,2018-Q3,120.68
Slovakia,2018-Q4,124.06
Slovakia,2019-Q1,126.39
Slovakia,2019-Q2,131.03
Slovakia,2019-Q3,134.6
Slovakia,2019-Q4,137.58
Slovakia,2020-Q1,142.98
Slovakia,2020-Q2,143.75
Slovakia,2020-Q3,145.89
Slovakia,2020-Q4,147.47
Slovakia,2021-Q1,145.74
Slovakia,2021-Q2,150.53
Slovakia,2021-Q3,157.59
Slovakia,2021-Q4,163.21
Slovakia,2022-Q1,166.42
Slovakia,2022-Q2,175.57
Slovakia,2022-Q3,180.57
Slovakia,2022-Q4,179.07
Slovakia,2023-Q1,178.82
Slovakia,2023-Q2,171.75
Slovakia,2023-Q3,173.2
Slovakia,2023-Q4,176.56
Slovakia,2024-Q1,173.51
Slovakia,2024-Q2,178.7
Slovakia,2024-Q3,183.88
Slovakia,2024-Q4,190.58
Slovakia,2025-Q1,194.6
Slovakia,2025-Q2,198.85
Slovakia,2025-Q3,208.52
